,code,desc,rule
24,I70.369,"Atherosclerosis of unspecified type of bypass graft(s) of the extremities with gangrene, unspecified extremity",adult
25,I70.391,"Other atherosclerosis of unspecified type of bypass graft(s) of the extremities, right leg",adult
26,I70.392,"Other atherosclerosis of unspecified type of bypass graft(s) of the extremities, left leg",adult
27,I70.393,"Other atherosclerosis of unspecified type of bypass graft(s) of the extremities, bilateral legs",adult
28,I70.398,"Other atherosclerosis of unspecified type of bypass graft(s) of the extremities, other extremity",adult
29,I70.399,"Other atherosclerosis of unspecified type of bypass graft(s) of the extremities, unspecified extremity",adult
30,I70.401,"Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, right leg",adult
31,I70.402,"Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, left leg",adult
32,I70.403,"Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, bilateral legs",adult
33,I70.408,"Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, other extremity",adult
34,I70.409,"Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, unspecified extremity",adult
35,I70.411,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with intermittent claudication, right leg",adult
36,I70.412,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with intermittent claudication, left leg",adult
37,I70.413,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with intermittent claudication, bilateral legs",adult
38,I70.418,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with intermittent claudication, other extremity",adult
39,I70.419,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with intermittent claudication, unspecified extremity",adult
40,I70.421,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with rest pain, right leg",adult
41,I70.422,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with rest pain, left leg",adult
42,I70.423,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with rest pain, bilateral legs",adult
43,I70.428,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with rest pain, other extremity",adult
44,I70.429,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with rest pain, unspecified extremity",adult
45,I70.431,Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of thigh,adult
46,I70.432,Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of calf,adult
47,I70.433,Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of ankle,adult
48,I70.434,Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of heel and midfoot,adult
49,I70.435,Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of other part of foot,adult
50,I70.438,Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of other part of lower leg,adult
51,I70.439,Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of unspecified site,adult
52,I70.441,Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of thigh,adult
53,I70.442,Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of calf,adult
54,I70.443,Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of ankle,adult
55,I70.444,Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of heel and midfoot,adult
56,I70.445,Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of other part of foot,adult
57,I70.448,Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of other part of lower leg,adult
58,I70.449,Atherosclerosis of autologous vein bypass graft(s) of the left leg with ulceration of unspecified site,adult
59,I70.45,Atherosclerosis of autologous vein bypass graft(s) of other extremity with ulceration,adult
60,I70.461,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, right leg",adult
61,I70.462,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, left leg",adult
62,I70.463,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, bilateral legs",adult
63,I70.468,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, other extremity",adult
64,I70.469,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with gangrene, unspecified extremity",adult
65,I70.491,"Other atherosclerosis of autologous vein bypass graft(s) of the extremities, right leg",adult
66,I70.492,"Other atherosclerosis of autologous vein bypass graft(s) of the extremities, left leg",adult
67,I70.493,"Other atherosclerosis of autologous vein bypass graft(s) of the extremities, bilateral legs",adult
68,I70.498,"Other atherosclerosis of autologous vein bypass graft(s) of the extremities, other extremity",adult
69,I70.499,"Other atherosclerosis of autologous vein bypass graft(s) of the extremities, unspecified extremity",adult
70,I70.501,"Unspecified atherosclerosis of nonautologous biological bypass graft(s) of the extremities, right leg",adult
71,I70.502,"Unspecified atherosclerosis of nonautologous biological bypass graft(s) of the extremities, left leg",adult
72,I70.503,"Unspecified atherosclerosis of nonautologous biological bypass graft(s) of the extremities, bilateral legs",adult
73,I70.508,"Unspecified atherosclerosis of nonautologous biological bypass graft(s) of the extremities, other extremity",adult
74,I70.509,"Unspecified atherosclerosis of nonautologous biological bypass graft(s) of the extremities, unspecified extremity",adult
75,I70.511,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with intermittent claudication, right leg",adult
76,I70.512,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with intermittent claudication, left leg",adult
77,I70.513,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with intermittent claudication, bilateral legs",adult
78,I70.518,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with intermittent claudication, other extremity",adult
79,I70.519,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with intermittent claudication, unspecified extremity",adult
80,I70.521,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with rest pain, right leg",adult
81,I70.522,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with rest pain, left leg",adult
82,I70.523,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with rest pain, bilateral legs",adult
83,I70.528,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with rest pain, other extremity",adult
84,I70.529,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with rest pain, unspecified extremity",adult
85,I70.531,Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of thigh,adult
86,I70.532,Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of calf,adult
87,I70.533,Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of ankle,adult
88,I70.534,Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of heel and midfoot,adult
89,I70.535,Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of other part of foot,adult
90,I70.538,Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of other part of lower leg,adult
91,I70.539,Atherosclerosis of nonautologous biological bypass graft(s) of the right leg with ulceration of unspecified site,adult
92,I70.541,Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of thigh,adult
93,I70.542,Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of calf,adult
94,I70.543,Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of ankle,adult
95,I70.544,Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of heel and midfoot,adult
96,I70.545,Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of other part of foot,adult
97,I70.548,Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of other part of lower leg,adult
98,I70.549,Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of unspecified site,adult
99,I70.55,Atherosclerosis of nonautologous biological bypass graft(s) of other extremity with ulceration,adult
0,I70.561,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, right leg",adult
1,I70.562,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, left leg",adult
2,I70.563,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, bilateral legs",adult
3,I70.568,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, other extremity",adult
4,I70.569,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, unspecified extremity",adult
5,I70.591,"Other atherosclerosis of nonautologous biological bypass graft(s) of the extremities, right leg",adult
6,I70.592,"Other atherosclerosis of nonautologous biological bypass graft(s) of the extremities, left leg",adult
7,I70.593,"Other atherosclerosis of nonautologous biological bypass graft(s) of the extremities, bilateral legs",adult
8,I70.598,"Other atherosclerosis of nonautologous biological bypass graft(s) of the extremities, other extremity",adult
9,I70.599,"Other atherosclerosis of nonautologous biological bypass graft(s) of the extremities, unspecified extremity",adult
10,I70.601,"Unspecified atherosclerosis of nonbiological bypass graft(s) of the extremities, right leg",adult
11,I70.602,"Unspecified atherosclerosis of nonbiological bypass graft(s) of the extremities, left leg",adult
12,I70.603,"Unspecified atherosclerosis of nonbiological bypass graft(s) of the extremities, bilateral legs",adult
13,I70.608,"Unspecified atherosclerosis of nonbiological bypass graft(s) of the extremities, other extremity",adult
14,I70.609,"Unspecified atherosclerosis of nonbiological bypass graft(s) of the extremities, unspecified extremity",adult
15,I70.611,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with intermittent claudication, right leg",adult
16,I70.612,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with intermittent claudication, left leg",adult
17,I70.613,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with intermittent claudication, bilateral legs",adult
18,I70.618,"Atherosclerosis of nonbiological bypass graft(s) of the extremities with intermittent claudication, other extremity",adult
