code,title,category,window,chapter
R68.3,Clubbing of fingers,Other general symptoms and signs,General symptoms and signs,XVIII
R68.8,Other specified general symptoms and signs,Other general symptoms and signs,General symptoms and signs,XVIII
R69,Unknown and unspecified causes of morbidity,Unknown and unspecified causes of morbidity,General symptoms and signs,XVIII
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,"Abnormal findings on examination of blood, without diagnosis",XVIII
R70.0,Elevated erythrocyte sedimentation rate,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,"Abnormal findings on examination of blood, without diagnosis",XVIII
R70.1,Abnormal plasma viscosity,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,"Abnormal findings on examination of blood, without diagnosis",XVIII
R71,Abnormality of red blood cells,Abnormality of red blood cells,"Abnormal findings on examination of blood, without diagnosis",XVIII
R72,"Abnormality of white blood cells, not elsewhere classified","Abnormality of white blood cells, not elsewhere classified","Abnormal findings on examination of blood, without diagnosis",XVIII
R73,Elevated blood glucose level,Elevated blood glucose level,"Abnormal findings on examination of blood, without diagnosis",XVIII
R73.0,Abnormal glucose tolerance test,Elevated blood glucose level,"Abnormal findings on examination of blood, without diagnosis",XVIII
R73.9,"Hyperglycaemia, unspecified",Elevated blood glucose level,"Abnormal findings on examination of blood, without diagnosis",XVIII
R74,Abnormal serum enzyme levels,Abnormal serum enzyme levels,"Abnormal findings on examination of blood, without diagnosis",XVIII
R74.0,Elevation of levels of transaminase and lactic acid dehydrogenase [LDH],Abnormal serum enzyme levels,"Abnormal findings on examination of blood, without diagnosis",XVIII
R74.8,Abnormal levels of other serum enzymes,Abnormal serum enzyme levels,"Abnormal findings on examination of blood, without diagnosis",XVIII
R74.9,Abnormal level of unspecified serum enzyme,Abnormal serum enzyme levels,"Abnormal findings on examination of blood, without diagnosis",XVIII
R75,Laboratory evidence of human immunodeficiency virus [HIV],Laboratory evidence of human immunodeficiency virus [HIV],"Abnormal findings on examination of blood, without diagnosis",XVIII
R76,Other abnormal immunological findings in serum,Other abnormal immunological findings in serum,"Abnormal findings on examination of blood, without diagnosis",XVIII
R76.0,Raised antibody titre,Other abnormal immunological findings in serum,"Abnormal findings on examination of blood, without diagnosis",XVIII
R76.1,Abnormal reaction to tuberculin test,Other abnormal immunological findings in serum,"Abnormal findings on examination of blood, without diagnosis",XVIII
R76.2,False-positive serological test for syphilis,Other abnormal immunological findings in serum,"Abnormal findings on examination of blood, without diagnosis",XVIII
R76.8,Other specified abnormal immunological findings in serum,Other abnormal immunological findings in serum,"Abnormal findings on examination of blood, without diagnosis",XVIII
R76.9,"Abnormal immunological finding in serum, unspecified",Other abnormal immunological findings in serum,"Abnormal findings on examination of blood, without diagnosis",XVIII
R77,Other abnormalities of plasma proteins,Other abnormalities of plasma proteins,"Abnormal findings on examination of blood, without diagnosis",XVIII
R77.0,Abnormality of albumin,Other abnormalities of plasma proteins,"Abnormal findings on examination of blood, without diagnosis",XVIII
R77.1,Abnormality of globulin,Other abnormalities of plasma proteins,"Abnormal findings on examination of blood, without diagnosis",XVIII
R77.2,Abnormality of alphafetoprotein,Other abnormalities of plasma proteins,"Abnormal findings on examination of blood, without diagnosis",XVIII
R77.8,Other specified abnormalities of plasma proteins,Other abnormalities of plasma proteins,"Abnormal findings on examination of blood, without diagnosis",XVIII
R77.9,"Abnormality of plasma protein, unspecified",Other abnormalities of plasma proteins,"Abnormal findings on examination of blood, without diagnosis",XVIII
R78,"Findings of drugs and other substances, not normally found in blood","Findings of drugs and other substances, not normally found in blood","Abnormal findings on examination of blood, without diagnosis",XVIII
R78.0,Finding of alcohol in blood,"Findings of drugs and other substances, not normally found in blood","Abnormal findings on examination of blood, without diagnosis",XVIII
R78.1,Finding of opiate drug in blood,"Findings of drugs and other substances, not normally found in blood","Abnormal findings on examination of blood, without diagnosis",XVIII
R78.2,Finding of cocaine in blood,"Findings of drugs and other substances, not normally found in blood","Abnormal findings on examination of blood, without diagnosis",XVIII
R78.3,Finding of hallucinogen in blood,"Findings of drugs and other substances, not normally found in blood","Abnormal findings on examination of blood, without diagnosis",XVIII
R78.4,Finding of other drugs of addictive potential in blood,"Findings of drugs and other substances, not normally found in blood","Abnormal findings on examination of blood, without diagnosis",XVIII
R78.5,Finding of psychotropic drug in blood,"Findings of drugs and other substances, not normally found in blood","Abnormal findings on examination of blood, without diagnosis",XVIII
R78.6,Finding of steroid agent in blood,"Findings of drugs and other substances, not normally found in blood","Abnormal findings on examination of blood, without diagnosis",XVIII
R78.7,Finding of abnormal level of heavy metals in blood,"Findings of drugs and other substances, not normally found in blood","Abnormal findings on examination of blood, without diagnosis",XVIII
R78.8,"Finding of other specified substances, not normally found in blood","Findings of drugs and other substances, not normally found in blood","Abnormal findings on examination of blood, without diagnosis",XVIII
R78.9,"Finding of unspecified substance, not normally found in blood","Findings of drugs and other substances, not normally found in blood","Abnormal findings on examination of blood, without diagnosis",XVIII
R79,Other abnormal findings of blood chemistry,Other abnormal findings of blood chemistry,"Abnormal findings on examination of blood, without diagnosis",XVIII
R79.0,Abnormal level of blood mineral,Other abnormal findings of blood chemistry,"Abnormal findings on examination of blood, without diagnosis",XVIII
R79.8,Other specified abnormal findings of blood chemistry,Other abnormal findings of blood chemistry,"Abnormal findings on examination of blood, without diagnosis",XVIII
R79.9,"Abnormal finding of blood chemistry, unspecified",Other abnormal findings of blood chemistry,"Abnormal findings on examination of blood, without diagnosis",XVIII
R80,Isolated proteinuria,Isolated proteinuria,"Abnormal findings on examination of urine, without diagnosis",XVIII
R81,Glycosuria,Glycosuria,"Abnormal findings on examination of urine, without diagnosis",XVIII
R82,Other abnormal findings in urine,Other abnormal findings in urine,"Abnormal findings on examination of urine, without diagnosis",XVIII
R82.0,Chyluria,Other abnormal findings in urine,"Abnormal findings on examination of urine, without diagnosis",XVIII
R82.1,Myoglobinuria,Other abnormal findings in urine,"Abnormal findings on examination of urine, without diagnosis",XVIII
R82.2,Biliuria,Other abnormal findings in urine,"Abnormal findings on examination of urine, without diagnosis",XVIII
R82.3,Haemoglobinuria,Other abnormal findings in urine,"Abnormal findings on examination of urine, without diagnosis",XVIII
R82.4,Acetonuria,Other abnormal findings in urine,"Abnormal findings on examination of urine, without diagnosis",XVIII
R82.5,"Elevated urine levels of drugs, medicaments and biological substances",Other abnormal findings in urine,"Abnormal findings on examination of urine, without diagnosis",XVIII
R82.6,Abnormal urine levels of substances chiefly nonmedicinal as to source,Other abnormal findings in urine,"Abnormal findings on examination of urine, without diagnosis",XVIII
R82.7,Abnormal findings on microbiological examination of urine,Other abnormal findings in urine,"Abnormal findings on examination of urine, without diagnosis",XVIII
R82.8,Abnormal findings on cytological and histological examination of urine,Other abnormal findings in urine,"Abnormal findings on examination of urine, without diagnosis",XVIII
R82.9,Other and unspecified abnormal findings in urine,Other abnormal findings in urine,"Abnormal findings on examination of urine, without diagnosis",XVIII
R83,Abnormal findings in cerebrospinal fluid,Abnormal findings in cerebrospinal fluid,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",XVIII
R83.0,Abnormal findings in cerebrospinal fluid : abnormal level of enzymes,Abnormal findings in cerebrospinal fluid,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",XVIII
R83.1,Abnormal findings in cerebrospinal fluid : abnormal level of hormones,Abnormal findings in cerebrospinal fluid,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",XVIII
R83.2,"Abnormal findings in cerebrospinal fluid : abnormal level of other drugs, medicaments and biological substances",Abnormal findings in cerebrospinal fluid,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",XVIII
R83.3,Abnormal findings in cerebrospinal fluid : abnormal level of substances chiefly nonmedicinal as to source,Abnormal findings in cerebrospinal fluid,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",XVIII
R83.4,Abnormal findings in cerebrospinal fluid : abnormal immunological findings,Abnormal findings in cerebrospinal fluid,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",XVIII
R83.5,Abnormal findings in cerebrospinal fluid : abnormal microbiological findings,Abnormal findings in cerebrospinal fluid,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",XVIII
R83.6,Abnormal findings in cerebrospinal fluid : abnormal cytological findings,Abnormal findings in cerebrospinal fluid,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",XVIII
