code,desc,remark,window
04.11,Closed [Percutaneous] [Needle] Biopsy Of Cranial Or Peripheral Nerve Or Ganglion,04.11 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.12,Open Biopsy Of Cranial Or Peripheral Nerve Or Ganglion,04.12 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.19,Other Diagnostic Procedures On Cranial And Peripheral Nerves And Ganglia,04.19 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.2,Destruction Of Cranial And Peripheral Nerves,04.2 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.3,Suture Of Cranial And Peripheral Nerves,04.3 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.4,Lysis Of Adhesions And Decompression Of Cranial And Peripheral Nerves,A child code below 04.4 with greater detail should be used.,01-05 Operations On The Nervous System
04.41,Decompression Of Trigeminal Nerve Root,04.41 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.42,Other Cranial Nerve Decompression,04.42 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.43,Release Of Carpal Tunnel,04.43 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.44,Release Of Tarsal Tunnel,04.44 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.49,Other Peripheral Nerve Or Ganglion Decompression Or Lysis Of Adhesions,04.49 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.5,Cranial Or Peripheral Nerve Graft,04.5 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.6,Transposition Of Cranial And Peripheral Nerves,04.6 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.7,Other Cranial Or Peripheral Neuroplasty,A child code below 04.7 with greater detail should be used.,01-05 Operations On The Nervous System
04.71,Hypoglossal-Facial Anastomosis,04.71 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.72,Accessory-Facial Anastomosis,04.72 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.73,Accessory-Hypoglossal Anastomosis,04.73 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.74,Other Anastomosis Of Cranial Or Peripheral Nerve,04.74 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.75,Revision Of Previous Repair Of Cranial And Peripheral Nerves,04.75 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.76,Repair Of Old Traumatic Injury Of Cranial And Peripheral Nerves,04.76 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.79,Other Neuroplasty,04.79 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.8,Injection Into Peripheral Nerve,A child code below 04.8 with greater detail should be used.,01-05 Operations On The Nervous System
04.80,"Peripheral Nerve Injection, Not Otherwise Specified",04.80 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.81,Injection Of Anesthetic Into Peripheral Nerve For Analgesia,04.81 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.89,"Injection Of Other Agent, Except Neurolytic",04.89 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.9,Other Operations On Cranial And Peripheral Nerves,A child code below 04.9 with greater detail should be used.,01-05 Operations On The Nervous System
04.91,Neurectasis,04.91 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.92,Implantation Or Replacement Of Peripheral Neurostimulator,04.92 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.93,Removal Of Peripheral Neurostimulator,04.93 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
04.99,Other,04.99 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
05,Operations On Sympathetic Nerves Or Ganglia,A child code below 05 with greater detail should be used.,01-05 Operations On The Nervous System
05.0,Division Of Sympathetic Nerve Or Ganglion,05.0 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
05.1,Diagnostic Procedures On Sympathetic Nerves Or Ganglia,A child code below 05.1 with greater detail should be used.,01-05 Operations On The Nervous System
05.11,Biopsy Of Sympathetic Nerve Or Ganglion,05.11 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
05.19,Other Diagnostic Procedures On Sympathetic Nerves Or Ganglia,05.19 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
05.2,Sympathectomy,A child code below 05.2 with greater detail should be used.,01-05 Operations On The Nervous System
05.21,Sphenopalatine Ganglionectomy,05.21 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
05.22,Cervical Sympathectomy,05.22 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
05.23,Lumber Sympathectomy,05.23 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
05.24,Presacral Sympathectomy,05.24 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
05.25,Periarterial Sympathectomy,05.25 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
05.29,Other Sympathectomy And Ganglionectomy,05.29 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
05.3,Injection Into Sympathetic Nerve Or Ganglion,A child code below 05.3 with greater detail should be used.,01-05 Operations On The Nervous System
05.31,Injection Of Anesthetic Into Sympathetic Nerve For Analgesia,05.31 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
05.32,Injection Of Neurolytic Agent Into Sympathetic Nerve,05.32 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
05.39,Other Injection Into Sympathetic Nerve Or Ganglion,05.39 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
05.8,Other Operations On Sympathetic Nerves Or Ganglion,A child code below 05.8 with greater detail should be used.,01-05 Operations On The Nervous System
05.81,Repair Of Sympathetic Nerve Or Ganglion,05.81 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
05.89,Other,05.89 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
05.9,Other Operations On Nervous System,05.9 is a specific code and is valid to identify a procedure.,01-05 Operations On The Nervous System
06,Operations On Thyroid And Parathyroid Glands,A child code below 06 with greater detail should be used.,06-07 Operations On The Endocrine System
06.0,Incision Of Thyroid Field,A child code below 06.0 with greater detail should be used.,06-07 Operations On The Endocrine System
06.01,Aspiration Of Thyroid Field,06.01 is a specific code and is valid to identify a procedure.,06-07 Operations On The Endocrine System
06.02,Reopening Of Wound Of Thyroid Field,06.02 is a specific code and is valid to identify a procedure.,06-07 Operations On The Endocrine System
06.09,Other Incision Of Thyroid Field,06.09 is a specific code and is valid to identify a procedure.,06-07 Operations On The Endocrine System
06.1,Diagnostic Procedures On Thyroid And Parathyroid Glands,A child code below 06.1 with greater detail should be used.,06-07 Operations On The Endocrine System
06.11,Closed [Percutaneous] [Needle] Biopsy Of Thyroid Gland,06.11 is a specific code and is valid to identify a procedure.,06-07 Operations On The Endocrine System
06.12,Open Biopsy Of Thyroid Gland,06.12 is a specific code and is valid to identify a procedure.,06-07 Operations On The Endocrine System
06.13,Biopsy Of Parathyroid Gland,06.13 is a specific code and is valid to identify a procedure.,06-07 Operations On The Endocrine System
06.19,Other Diagnostic Procedures On Thyroid And Parathyroid Glands,06.19 is a specific code and is valid to identify a procedure.,06-07 Operations On The Endocrine System
06.2,Unilateral Thyroid Lobectomy,06.2 is a specific code and is valid to identify a procedure.,06-07 Operations On The Endocrine System
06.3,Other Partial Thyroidectomy,A child code below 06.3 with greater detail should be used.,06-07 Operations On The Endocrine System
06.31,Excision Of Lesion Of Thyroid,06.31 is a specific code and is valid to identify a procedure.,06-07 Operations On The Endocrine System
06.39,Other,06.39 is a specific code and is valid to identify a procedure.,06-07 Operations On The Endocrine System
06.4,Complete Thyroidectomy,06.4 is a specific code and is valid to identify a procedure.,06-07 Operations On The Endocrine System
06.5,Substernal Thyroidectomy,A child code below 06.5 with greater detail should be used.,06-07 Operations On The Endocrine System
06.50,"Substernal Thyroidectomy, Not Otherwise Specified",06.50 is a specific code and is valid to identify a procedure.,06-07 Operations On The Endocrine System
06.51,Partial Substernal Thyroidectomy,06.51 is a specific code and is valid to identify a procedure.,06-07 Operations On The Endocrine System
06.52,Complete Substernal Thyroidectomy,06.52 is a specific code and is valid to identify a procedure.,06-07 Operations On The Endocrine System
06.6,Excision Of Lingual Thyroid,06.6 is a specific code and is valid to identify a procedure.,06-07 Operations On The Endocrine System
06.7,Excision Of Thyroglossal Duct Or Tract,06.7 is a specific code and is valid to identify a procedure.,06-07 Operations On The Endocrine System
06.8,Parathyroidectomy,A child code below 06.8 with greater detail should be used.,06-07 Operations On The Endocrine System
06.81,Complete Parathyroidectomy,06.81 is a specific code and is valid to identify a procedure.,06-07 Operations On The Endocrine System
06.89,Other Parathyroidectomy,06.89 is a specific code and is valid to identify a procedure.,06-07 Operations On The Endocrine System
06.9,Other Operations On Thyroid (Region) And Parathyroid,A child code below 06.9 with greater detail should be used.,06-07 Operations On The Endocrine System
06.91,Division Of Thyroid Isthmus,06.91 is a specific code and is valid to identify a procedure.,06-07 Operations On The Endocrine System
